
natural spline
             x          Natural CS          N_Error(%) 
       6.460000      180.5727224000        0.0000000000
       6.470000      181.4033207000        0.0000000000
       6.480000      182.2368128000        0.0000000000
       6.490000      183.0732041000        0.0000000000
       6.500000      183.9125000000        0.0000000000
       6.510000      184.7547059000        0.0000000000
       6.520000      185.5998272000        0.0000000000
       6.530000      186.4478693000        0.0000000000
       6.540000      187.2988376000        0.0000000000
       6.550000      188.1527375000        0.0000000000
       6.560000      189.0095744000        0.0000000000
       6.570000      189.8693537000        0.0000000000
       6.580000      190.7320808000        0.0000000000
       6.590000      191.5977611000        0.0000000000
       6.600000      192.4664000000        0.0000000000
       6.610000      193.3380029000        0.0000000000
       6.620000      194.2125752000        0.0000000000
       6.630000      195.0901223000        0.0000000000
       6.640000      195.9706496000        0.0000000000
       6.650000      196.8541625000        0.0000000000
       6.660000      197.7406664000        0.0000000000
       6.670000      198.6301667000        0.0000000000
       6.680000      199.5226688000        0.0000000000
       6.690000      200.4181781000        0.0000000000
       6.700000      201.3167000000        0.0000000000
       6.710000      202.2182399000        0.0000000000
       6.720000      203.1228032000        0.0000000000
       6.730000      204.0303953000        0.0000000000
       6.740000      204.9410216000        0.0000000000
       6.750000      205.8546875000        0.0000000000
       6.760000      206.7713984000        0.0000000000
       6.770000      207.6911597000        0.0000000000
       6.780000      208.6139768000        0.0000000000
       6.790000      209.5398551000        0.0000000000
       6.800000      210.4688000000        0.0000000000
       6.810000      211.4008169000        0.0000000000
       6.820000      212.3359112000        0.0000000000
       6.830000      213.2740883000        0.0000000000
       6.840000      214.2153536000        0.0000000000
       6.850000      215.1597125000        0.0000000000
       6.860000      216.1071704000        0.0000000000
       6.870000      217.0577327000        0.0000000000
       6.880000      218.0114048000        0.0000000000
       6.890000      218.9681921000        0.0000000000
       6.900000      219.9281000000        0.0000000000
       6.910000      220.8911339000        0.0000000000
       6.920000      221.8572992000        0.0000000000
       6.930000      222.8266013000        0.0000000000
       6.940000      223.7990456000        0.0000000000
       6.950000      224.7746375000        0.0000000000
       6.960000      225.7533824000        0.0000000000
       6.970000      226.7352857000        0.0000000000
       6.980000      227.7203528000        0.0000000000
       6.990000      228.7085891000        0.0000000000
       7.000000      229.7000000000        0.0000000000
       7.010000      230.6945909000        0.0000000000
       7.020000      231.6923672000        0.0000000000
       7.030000      232.6933343000        0.0000000000
       7.040000      233.6974976000        0.0000000000
       7.050000      234.7048625000        0.0000000000
       7.060000      235.7154344000        0.0000000000
       7.070000      236.7292187000        0.0000000000
       7.080000      237.7462208000        0.0000000000
       7.090000      238.7664461000        0.0000000000
       7.100000      239.7899000000        0.0000000000
       7.110000      240.8165879000        0.0000000000
       7.120000      241.8465152000        0.0000000000
       7.130000      242.8796873000        0.0000000000
       7.140000      243.9161096000        0.0000000000
       7.150000      244.9557875000        0.0000000000
       7.160000      245.9987264000        0.0000000000
       7.170000      247.0449317000        0.0000000000
