             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           3.54      -0.387478       0.121859      -0.387899       0.013451      -0.387950       0.000215
           3.55      -0.396652       0.124961      -0.397205       0.014202      -0.397147       0.000213
           3.56      -0.405826       0.118161      -0.406356       0.012431      -0.406305       0.000208
           3.57      -0.414999       0.101891      -0.415464       0.009872      -0.415422       0.000171
           3.58      -0.424173       0.076535      -0.424527       0.006792      -0.424497       0.000123
           3.59      -0.433347       0.042461      -0.433546       0.003432      -0.433531       0.000060
           3.60      -0.442520       0.000018      -0.442520       0.000018      -0.442520       0.000018
           3.61      -0.451252       0.047325      -0.451451       0.003255      -0.451465       0.000074
           3.62      -0.459984       0.083044      -0.460337       0.006202      -0.460365       0.000143
           3.63      -0.468715       0.107595      -0.469179       0.008646      -0.469219       0.000186
           3.64      -0.477447       0.121434      -0.477977       0.010436      -0.478026       0.000224
           3.65      -0.486178       0.124972      -0.486840       0.010960      -0.486785       0.000237
           3.66      -0.494910       0.118573      -0.495545       0.009628      -0.495496       0.000218
           3.67      -0.503641       0.102573      -0.504197       0.007673      -0.504158       0.000189
           3.68      -0.512373       0.077295      -0.512796       0.005294      -0.512769       0.000146
           3.69      -0.521104       0.043022      -0.521343       0.002677      -0.521328       0.000090
           3.70      -0.529836       0.000017      -0.529836       0.000006      -0.529836       0.000017
           3.71      -0.538038       0.046864      -0.538276       0.002605      -0.538290       0.000092
           3.72      -0.546240       0.082424      -0.546664       0.004960      -0.546690       0.000163
           3.73      -0.554443       0.107071      -0.554998       0.006931      -0.555036       0.000208
           3.74      -0.562645       0.121147      -0.563280       0.008387      -0.563326       0.000229
           3.75      -0.570847       0.124983      -0.571611       0.008730      -0.571560       0.000238
           3.76      -0.579049       0.118853      -0.579783       0.007699      -0.579737       0.000217
           3.77      -0.587251       0.103043      -0.587893       0.006157      -0.587856       0.000190
           3.78      -0.595454       0.077808      -0.595943       0.004269      -0.595916       0.000131
           3.79      -0.603656       0.043385      -0.603931       0.002164      -0.603917       0.000077
           3.80      -0.611858       0.000002      -0.611858       0.000008      -0.611858       0.000008
           3.81      -0.619449       0.046493      -0.619724       0.002097      -0.619736       0.000078
           3.82      -0.627039       0.081950      -0.627529       0.004010      -0.627553       0.000145
           3.83      -0.634630       0.106669      -0.635272       0.005625      -0.635307       0.000202
           3.84      -0.642221       0.120924      -0.642955       0.006832      -0.642997       0.000231
           3.85      -0.649812       0.124973      -0.650671       0.007039      -0.650624       0.000244
           3.86      -0.657403       0.119065      -0.658227       0.006214      -0.658185       0.000233
           3.87      -0.664994       0.103406      -0.665715       0.004982      -0.665681       0.000194
           3.88      -0.672584       0.078214      -0.673134       0.003456      -0.673110       0.000148
           3.89      -0.680175       0.043696      -0.680484       0.001756      -0.680472       0.000092
           3.90      -0.687766       0.000014      -0.687766       0.000014      -0.687766       0.000014
           3.91      -0.694670       0.046225      -0.694979       0.001731      -0.694990       0.000093
           3.92      -0.701573       0.081597      -0.702123       0.003304      -0.702145       0.000154
           3.93      -0.708477       0.106366      -0.709198       0.004634      -0.709230       0.000206
           3.94      -0.715381       0.120757      -0.716205       0.005633      -0.716244       0.000240
           3.95      -0.722284       0.124977      -0.723229       0.005723      -0.723186       0.000244
           3.96      -0.729188       0.119225      -0.730095       0.005061      -0.730057       0.000229
           3.97      -0.736091       0.103691      -0.736885       0.004063      -0.736854       0.000192
           3.98      -0.742995       0.078533      -0.743600       0.002829      -0.743578       0.000145
           3.99      -0.749899       0.043911      -0.750239       0.001438      -0.750228       0.000079
           4.00      -0.756802       0.000002      -0.756802       0.000002      -0.756802       0.000002
           4.01      -0.762950       0.045984      -0.763290       0.001403      -0.763300       0.000084
           4.02      -0.769097       0.081290      -0.769702       0.002692      -0.769722       0.000145
           4.03      -0.775245       0.106106      -0.776039       0.003796      -0.776067       0.000194
